"","r","scale","domain","alpha","depth","model"
"7779",0.0941813981851242,"bad_terrible","restaurant",3,3,"2"
"7780",0.0873101029726694,"bad_terrible","restaurant",3,4,"2"
"7781",0.806191168343088,"bad_terrible","restaurant",3.1,0,"2"
"7782",0.0606515236895129,"bad_terrible","restaurant",3.1,1,"2"
"7783",0.10116167793888,"bad_terrible","restaurant",3.1,2,"2"
"7784",0.0925098824420559,"bad_terrible","restaurant",3.1,3,"2"
"7785",0.087286881026187,"bad_terrible","restaurant",3.1,4,"2"
"7786",0.806191168343088,"bad_terrible","restaurant",3.2,0,"2"
"7787",0.0616479847845969,"bad_terrible","restaurant",3.2,1,"2"
"7788",0.102470991838389,"bad_terrible","restaurant",3.2,2,"2"
"7789",0.0911363462584142,"bad_terrible","restaurant",3.2,3,"2"
"7790",0.087279348062466,"bad_terrible","restaurant",3.2,4,"2"
"7791",0.806191168343088,"bad_terrible","restaurant",3.3,0,"2"
"7792",0.0626407028059337,"bad_terrible","restaurant",3.3,1,"2"
"7793",0.10343175884107,"bad_terrible","restaurant",3.3,2,"2"
"7794",0.0900500338607259,"bad_terrible","restaurant",3.3,3,"2"
"7795",0.0872771965838205,"bad_terrible","restaurant",3.3,4,"2"
"7796",0.806191168343088,"bad_terrible","restaurant",3.4,0,"2"
"7797",0.0636278200357108,"bad_terrible","restaurant",3.4,1,"2"
"7798",0.104070036189319,"bad_terrible","restaurant",3.4,2,"2"
"7799",0.0892196761928258,"bad_terrible","restaurant",3.4,3,"2"
"7800",0.0872766601428853,"bad_terrible","restaurant",3.4,4,"2"
"7801",0.806191168343088,"bad_terrible","restaurant",3.5,0,"2"
"7802",0.0646076806769349,"bad_terrible","restaurant",3.5,1,"2"
"7803",0.104415168124503,"bad_terrible","restaurant",3.5,2,"2"
"7804",0.0886044450915125,"bad_terrible","restaurant",3.5,3,"2"
"7805",0.0872765444143098,"bad_terrible","restaurant",3.5,4,"2"
"7806",0.806191168343088,"bad_terrible","restaurant",3.6,0,"2"
"7807",0.0655788090240818,"bad_terrible","restaurant",3.6,1,"2"
"7808",0.104498602019777,"bad_terrible","restaurant",3.6,2,"2"
"7809",0.0881617334764706,"bad_terrible","restaurant",3.6,3,"2"
"7810",0.0872765230148373,"bad_terrible","restaurant",3.6,4,"2"
"7811",0.806191168343088,"bad_terrible","restaurant",3.7,0,"2"
"7812",0.0665398904667385,"bad_terrible","restaurant",3.7,1,"2"
"7813",0.104352849585854,"bad_terrible","restaurant",3.7,2,"2"
"7814",0.0878519775444087,"bad_terrible","restaurant",3.7,3,"2"
"7815",0.0872765196568545,"bad_terrible","restaurant",3.7,4,"2"
"7816",0.806191168343088,"bad_terrible","restaurant",3.8,0,"2"
"7817",0.0674897549791402,"bad_terrible","restaurant",3.8,1,"2"
"7818",0.104010587994139,"bad_terrible","restaurant",3.8,2,"2"
"7819",0.0876411337808709,"bad_terrible","restaurant",3.8,3,"2"
"7820",0.0872765192143973,"bad_terrible","restaurant",3.8,4,"2"
"7821",0.806191168343088,"bad_terrible","restaurant",3.9,0,"2"
"7822",0.068427362769844,"bad_terrible","restaurant",3.9,1,"2"
"7823",0.103503894002165,"bad_terrible","restaurant",3.9,2,"2"
"7824",0.0875015154768539,"bad_terrible","restaurant",3.9,3,"2"
"7825",0.08727651916599,"bad_terrible","restaurant",3.9,4,"2"
"7826",0.806191168343088,"bad_terrible","restaurant",4,0,"2"
"7827",0.0693517917930624,"bad_terrible","restaurant",4,1,"2"
"7828",0.102863604609002,"bad_terrible","restaurant",4,2,"2"
"7829",0.0874116109345,"bad_terrible","restaurant",4,3,"2"
"7830",0.0872765191616442,"bad_terrible","restaurant",4,4,"2"
"7831",0.806191168343088,"bad_terrible","restaurant",4.1,0,"2"
"7832",0.0702622268533603,"bad_terrible","restaurant",4.1,1,"2"
"7833",0.102118798623051,"bad_terrible","restaurant",4.1,2,"2"
"7834",0.087355356293205,"bad_terrible","restaurant",4.1,3,"2"
"7835",0.087276519161328,"bad_terrible","restaurant",4.1,4,"2"
"7836",0.806191168343088,"bad_terrible","restaurant",4.2,0,"2"
"7837",0.0711579500663539,"bad_terrible","restaurant",4.2,1,"2"
"7838",0.101296393870872,"bad_terrible","restaurant",4.2,2,"2"
"7839",0.0873211856110798,"bad_terrible","restaurant",4.2,3,"2"
"7840",0.0872765191613097,"bad_terrible","restaurant",4.2,4,"2"
"7841",0.806191168343088,"bad_terrible","restaurant",4.3,0,"2"
"7842",0.0720383324682254,"bad_terrible","restaurant",4.3,1,"2"
"7843",0.100420854327808,"bad_terrible","restaurant",4.3,2,"2"
"7844",0.0873010584098667,"bad_terrible","restaurant",4.3,3,"2"
"7845",0.0872765191613088,"bad_terrible","restaurant",4.3,4,"2"
"7846",0.806191168343088,"bad_terrible","restaurant",4.4,0,"2"
"7847",0.0729028265953448,"bad_terrible","restaurant",4.4,1,"2"
"7848",0.0995140003113129,"bad_terrible","restaurant",4.4,2,"2"
"7849",0.0872895761882561,"bad_terrible","restaurant",4.4,3,"2"
"7850",0.0872765191613088,"bad_terrible","restaurant",4.4,4,"2"
"7851",0.806191168343088,"bad_terrible","restaurant",4.5,0,"2"
"7852",0.073750959881453,"bad_terrible","restaurant",4.5,1,"2"
"7853",0.0985949133333236,"bad_terrible","restaurant",4.5,2,"2"
"7854",0.0872832397675596,"bad_terrible","restaurant",4.5,3,"2"
"7855",0.0872765191613088,"bad_terrible","restaurant",4.5,4,"2"
"7856",0.806191168343088,"bad_terrible","restaurant",4.6,0,"2"
"7857",0.0745823287434275,"bad_terrible","restaurant",4.6,1,"2"
"7858",0.0976799255892377,"bad_terrible","restaurant",4.6,2,"2"
"7859",0.0872798614434582,"bad_terrible","restaurant",4.6,3,"2"
"7860",0.0872765191613088,"bad_terrible","restaurant",4.6,4,"2"
"7861",0.806191168343088,"bad_terrible","restaurant",4.7,0,"2"
"7862",0.0753965932475202,"bad_terrible","restaurant",4.7,1,"2"
"7863",0.0967826826567737,"bad_terrible","restaurant",4.7,2,"2"
"7864",0.0872781233458008,"bad_terrible","restaurant",4.7,3,"2"
"7865",0.0872765191613088,"bad_terrible","restaurant",4.7,4,"2"
"7866",0.806191168343088,"bad_terrible","restaurant",4.8,0,"2"
"7867",0.0761934722661651,"bad_terrible","restaurant",4.8,1,"2"
"7868",0.0959142669946723,"bad_terrible","restaurant",4.8,2,"2"
"7869",0.0872772614413285,"bad_terrible","restaurant",4.8,3,"2"
"7870",0.0872765191613088,"bad_terrible","restaurant",4.8,4,"2"
"7871",0.806191168343088,"bad_terrible","restaurant",4.9,0,"2"
"7872",0.076972739051146,"bad_terrible","restaurant",4.9,1,"2"
"7873",0.0950833693821308,"bad_terrible","restaurant",4.9,2,"2"
"7874",0.0872768499343865,"bad_terrible","restaurant",4.9,3,"2"
"7875",0.0872765191613088,"bad_terrible","restaurant",4.9,4,"2"
"7876",0.806191168343088,"bad_terrible","restaurant",5,0,"2"
"7877",0.0777342171622759,"bad_terrible","restaurant",5,1,"2"
"7878",0.0942964955531273,"bad_terrible","restaurant",5,2,"2"
"7879",0.0872766609720324,"bad_terrible","restaurant",5,3,"2"
"7880",0.0872765191613088,"bad_terrible","restaurant",5,4,"2"
"7881",0.806191168343088,"bad_terrible","restaurant",5.1,0,"2"
"7882",0.0784777767020007,"bad_terrible","restaurant",5.1,1,"2"
"7883",0.093558195915425,"bad_terrible","restaurant",5.1,2,"2"
"7884",0.0872765775988674,"bad_terrible","restaurant",5.1,3,"2"
"7885",0.0872765191613088,"bad_terrible","restaurant",5.1,4,"2"
"7886",0.806191168343088,"bad_terrible","restaurant",5.2,0,"2"
"7887",0.0792033308157261,"bad_terrible","restaurant",5.2,1,"2"
"7888",0.0928713073147387,"bad_terrible","restaurant",5.2,2,"2"
"7889",0.0872765422864784,"bad_terrible","restaurant",5.2,3,"2"
"7890",0.0872765191613088,"bad_terrible","restaurant",5.2,4,"2"
"7891",0.806191168343088,"bad_terrible","restaurant",5.3,0,"2"
"7892",0.0799108324254179,"bad_terrible","restaurant",5.3,1,"2"
"7893",0.092237197196085,"bad_terrible","restaurant",5.3,2,"2"
"7894",0.0872765279416151,"bad_terrible","restaurant",5.3,3,"2"
"7895",0.0872765191613088,"bad_terrible","restaurant",5.3,4,"2"
"7896",0.806191168343088,"bad_terrible","restaurant",5.4,0,"2"
"7897",0.08060027117037,"bad_terrible","restaurant",5.4,1,"2"
"7898",0.0916560021034253,"bad_terrible","restaurant",5.4,2,"2"
"7899",0.0872765223572753,"bad_terrible","restaurant",5.4,3,"2"
"7900",0.0872765191613088,"bad_terrible","restaurant",5.4,4,"2"
"7901",0.806191168343088,"bad_terrible","restaurant",5.5,0,"2"
"7902",0.0812716705341543,"bad_terrible","restaurant",5.5,1,"2"
"7903",0.0911268541270007,"bad_terrible","restaurant",5.5,2,"2"
"7904",0.0872765202756295,"bad_terrible","restaurant",5.5,3,"2"
"7905",0.0872765191613088,"bad_terrible","restaurant",5.5,4,"2"
"7906",0.806191168343088,"bad_terrible","restaurant",5.6,0,"2"
"7907",0.0819250851408865,"bad_terrible","restaurant",5.6,1,"2"
"7908",0.0906480905518185,"bad_terrible","restaurant",5.6,2,"2"
"7909",0.0872765195331782,"bad_terrible","restaurant",5.6,3,"2"
"7910",0.0872765191613088,"bad_terrible","restaurant",5.6,4,"2"
"7911",0.806191168343088,"bad_terrible","restaurant",5.7,0,"2"
"7912",0.0825605982071955,"bad_terrible","restaurant",5.7,1,"2"
"7913",0.0902174434979369,"bad_terrible","restaurant",5.7,2,"2"
"7914",0.087276519279997,"bad_terrible","restaurant",5.7,3,"2"
"7915",0.0872765191613088,"bad_terrible","restaurant",5.7,4,"2"
"7916",0.806191168343088,"bad_terrible","restaurant",5.8,0,"2"
"7917",0.0831783191388386,"bad_terrible","restaurant",5.8,1,"2"
"7918",0.0898322077140648,"bad_terrible","restaurant",5.8,2,"2"
"7919",0.0872765191975107,"bad_terrible","restaurant",5.8,3,"2"
"7920",0.0872765191613088,"bad_terrible","restaurant",5.8,4,"2"
"7921",0.806191168343088,"bad_terrible","restaurant",5.9,0,"2"
"7922",0.0837783812628811,"bad_terrible","restaurant",5.9,1,"2"
"7923",0.0894893858539199,"bad_terrible","restaurant",5.9,2,"2"
"7924",0.0872765191718535,"bad_terrible","restaurant",5.9,3,"2"
"7925",0.0872765191613088,"bad_terrible","restaurant",5.9,4,"2"
"7926",0.806191168343088,"bad_terrible","restaurant",6,0,"2"
"7927",0.0843609396878762,"bad_terrible","restaurant",6,1,"2"
"7928",0.0891858115135822,"bad_terrible","restaurant",6,2,"2"
"7929",0.0872765191642397,"bad_terrible","restaurant",6,3,"2"
"7930",0.0872765191613088,"bad_terrible","restaurant",6,4,"2"
"7931",0.743974711822394,"liked_loved","restaurant",0,0,"2"
"7932",0,"liked_loved","restaurant",0,1,"2"
"7933",0,"liked_loved","restaurant",0,2,"2"
"7934",0,"liked_loved","restaurant",0,3,"2"
"7935",0,"liked_loved","restaurant",0,4,"2"
"7936",0.743974711822394,"liked_loved","restaurant",0.1,0,"2"
"7937",0.319482140421573,"liked_loved","restaurant",0.1,1,"2"
"7938",0.318434281494167,"liked_loved","restaurant",0.1,2,"2"
"7939",0.318432479428066,"liked_loved","restaurant",0.1,3,"2"
"7940",0.318432466997887,"liked_loved","restaurant",0.1,4,"2"
"7941",0.743974711822394,"liked_loved","restaurant",0.2,0,"2"
"7942",0.32086302707896,"liked_loved","restaurant",0.2,1,"2"
"7943",0.318461423932538,"liked_loved","restaurant",0.2,2,"2"
"7944",0.31843329589269,"liked_loved","restaurant",0.2,3,"2"
"7945",0.318432498356376,"liked_loved","restaurant",0.2,4,"2"
"7946",0.743974711822394,"liked_loved","restaurant",0.3,0,"2"
"7947",0.322538824854949,"liked_loved","restaurant",0.3,1,"2"
"7948",0.318578252273223,"liked_loved","restaurant",0.3,2,"2"
"7949",0.318442187513526,"liked_loved","restaurant",0.3,3,"2"
"7950",0.318433285768846,"liked_loved","restaurant",0.3,4,"2"
"7951",0.743974711822394,"liked_loved","restaurant",0.4,0,"2"
"7952",0.324473866461379,"liked_loved","restaurant",0.4,1,"2"
"7953",0.318888671556333,"liked_loved","restaurant",0.4,2,"2"
"7954",0.318488523560643,"liked_loved","restaurant",0.4,3,"2"
"7955",0.318440798821907,"liked_loved","restaurant",0.4,4,"2"
"7956",0.743974711822394,"liked_loved","restaurant",0.5,0,"2"
"7957",0.326633664186413,"liked_loved","restaurant",0.5,1,"2"
"7958",0.319528517950748,"liked_loved","restaurant",0.5,2,"2"
"7959",0.318651100355228,"liked_loved","restaurant",0.5,3,"2"
"7960",0.318483150746358,"liked_loved","restaurant",0.5,4,"2"
"7961",0.743974711822394,"liked_loved","restaurant",0.6,0,"2"
"7962",0.328984834715468,"liked_loved","restaurant",0.6,1,"2"
"7963",0.320651612327729,"liked_loved","restaurant",0.6,2,"2"
"7964",0.31909602289382,"liked_loved","restaurant",0.6,3,"2"
"7965",0.318654919542266,"liked_loved","restaurant",0.6,4,"2"
"7966",0.743974711822394,"liked_loved","restaurant",0.7,0,"2"
"7967",0.331494752385073,"liked_loved","restaurant",0.7,1,"2"
"7968",0.322409706072138,"liked_loved","restaurant",0.7,2,"2"
"7969",0.320116972360157,"liked_loved","restaurant",0.7,3,"2"
"7970",0.31920979179642,"liked_loved","restaurant",0.7,4,"2"
"7971",0.743974711822394,"liked_loved","restaurant",0.8,0,"2"
"7972",0.334131234697426,"liked_loved","restaurant",0.8,1,"2"
"7973",0.324929139138061,"liked_loved","restaurant",0.8,2,"2"
"7974",0.322155261956792,"liked_loved","restaurant",0.8,3,"2"
"7975",0.320716529108927,"liked_loved","restaurant",0.8,4,"2"
"7976",0.743974711822394,"liked_loved","restaurant",0.9,0,"2"
"7977",0.336862440384511,"liked_loved","restaurant",0.9,1,"2"
"7978",0.328288017345123,"liked_loved","restaurant",0.9,2,"2"
"7979",0.325762360537755,"liked_loved","restaurant",0.9,3,"2"
"7980",0.324236987310805,"liked_loved","restaurant",0.9,4,"2"
"7981",0.743974711822394,"liked_loved","restaurant",1,0,"2"
"7982",0.339657027927258,"liked_loved","restaurant",1,1,"2"
"7983",0.332496642802345,"liked_loved","restaurant",1,2,"2"
"7984",0.331472903185243,"liked_loved","restaurant",1,3,"2"
"7985",0.331327417487057,"liked_loved","restaurant",1,4,"2"
"7986",0.743974711822394,"liked_loved","restaurant",1.1,0,"2"
"7987",0.342484526642294,"liked_loved","restaurant",1.1,1,"2"
"7988",0.337483745215367,"liked_loved","restaurant",1.1,2,"2"
"7989",0.339590614311905,"liked_loved","restaurant",1.1,3,"2"
"7990",0.343494788154344,"liked_loved","restaurant",1.1,4,"2"
"7991",0.743974711822394,"liked_loved","restaurant",1.2,0,"2"
"7992",0.34531582665335,"liked_loved","restaurant",1.2,1,"2"
"7993",0.343093681535968,"liked_loved","restaurant",1.2,2,"2"
"7994",0.349954904920943,"liked_loved","restaurant",1.2,3,"2"
"7995",0.360965637085676,"liked_loved","restaurant",1.2,4,"2"
"7996",0.743974711822394,"liked_loved","restaurant",1.3,0,"2"
"7997",0.348123689585182,"liked_loved","restaurant",1.3,1,"2"
"7998",0.349100833753133,"liked_loved","restaurant",1.3,2,"2"
"7999",0.361854828740332,"liked_loved","restaurant",1.3,3,"2"
"8000",0.381779438737931,"liked_loved","restaurant",1.3,4,"2"
"8001",0.743974711822394,"liked_loved","restaurant",1.4,0,"2"
"8002",0.350883201750779,"liked_loved","restaurant",1.4,1,"2"
"8003",0.355241701541773,"liked_loved","restaurant",1.4,2,"2"
"8004",0.374235035028098,"liked_loved","restaurant",1.4,3,"2"
"8005",0.40274090456746,"liked_loved","restaurant",1.4,4,"2"
"8006",0.743974711822394,"liked_loved","restaurant",1.5,0,"2"
"8007",0.353572120464097,"liked_loved","restaurant",1.5,1,"2"
"8008",0.361255779161941,"liked_loved","restaurant",1.5,2,"2"
"8009",0.386076188123125,"liked_loved","restaurant",1.5,3,"2"
"8010",0.42127108594305,"liked_loved","restaurant",1.5,4,"2"
"8011",0.743974711822394,"liked_loved","restaurant",1.6,0,"2"
"8012",0.356171091714906,"liked_loved","restaurant",1.6,1,"2"
"8013",0.366921641775849,"liked_loved","restaurant",1.6,2,"2"
"8014",0.396666793069547,"liked_loved","restaurant",1.6,3,"2"
"8015",0.436188007100974,"liked_loved","restaurant",1.6,4,"2"
"8016",0.743974711822394,"liked_loved","restaurant",1.7,0,"2"
"8017",0.358663738890751,"liked_loved","restaurant",1.7,1,"2"
"8018",0.372078244157373,"liked_loved","restaurant",1.7,2,"2"
"8019",0.405652808021246,"liked_loved","restaurant",1.7,3,"2"
"8020",0.447445006129933,"liked_loved","restaurant",1.7,4,"2"
"8021",0.743974711822394,"liked_loved","restaurant",1.8,0,"2"
"8022",0.361036636323606,"liked_loved","restaurant",1.8,1,"2"
"8023",0.376629348604438,"liked_loved","restaurant",1.8,2,"2"
"8024",0.412956808977562,"liked_loved","restaurant",1.8,3,"2"
"8025",0.455515969655954,"liked_loved","restaurant",1.8,4,"2"
"8026",0.743974711822394,"liked_loved","restaurant",1.9,0,"2"
"8027",0.363279188977754,"liked_loved","restaurant",1.9,1,"2"
"8028",0.380535433822511,"liked_loved","restaurant",1.9,2,"2"
"8029",0.418671700270614,"liked_loved","restaurant",1.9,3,"2"
"8030",0.460876568538103,"liked_loved","restaurant",1.9,4,"2"
"8031",0.743974711822394,"liked_loved","restaurant",2,0,"2"
"8032",0.365383442156169,"liked_loved","restaurant",2,1,"2"
"8033",0.3837996484415,"liked_loved","restaurant",2,2,"2"
"8034",0.422968381588413,"liked_loved","restaurant",2,3,"2"
"8035",0.463837730572362,"liked_loved","restaurant",2,4,"2"
"8036",0.743974711822394,"liked_loved","restaurant",2.1,0,"2"
"8037",0.367343844328655,"liked_loved","restaurant",2.1,1,"2"
"8038",0.386453178168465,"liked_loved","restaurant",2.1,2,"2"
"8039",0.426026483576715,"liked_loved","restaurant",2.1,3,"2"
"8040",0.464643708697635,"liked_loved","restaurant",2.1,4,"2"
"8041",0.743974711822394,"liked_loved","restaurant",2.2,0,"2"
"8042",0.369156983464992,"liked_loved","restaurant",2.2,1,"2"
"8043",0.388542968473126,"liked_loved","restaurant",2.2,2,"2"
"8044",0.427993224058975,"liked_loved","restaurant",2.2,3,"2"
"8045",0.463573570632725,"liked_loved","restaurant",2.2,4,"2"
"8046",0.743974711822394,"liked_loved","restaurant",2.3,0,"2"
"8047",0.370821313630102,"liked_loved","restaurant",2.3,1,"2"
"8048",0.390122691153217,"liked_loved","restaurant",2.3,2,"2"
"8049",0.428970176077401,"liked_loved","restaurant",2.3,3,"2"
"8050",0.460927921726189,"liked_loved","restaurant",2.3,4,"2"
"8051",0.743974711822394,"liked_loved","restaurant",2.4,0,"2"
"8052",0.372336884772873,"liked_loved","restaurant",2.4,1,"2"
"8053",0.391246692695544,"liked_loved","restaurant",2.4,2,"2"
"8054",0.429019965843626,"liked_loved","restaurant",2.4,3,"2"
"8055",0.456957649804491,"liked_loved","restaurant",2.4,4,"2"
"8056",0.743974711822394,"liked_loved","restaurant",2.5,0,"2"
"8057",0.373705085050995,"liked_loved","restaurant",2.5,1,"2"
"8058",0.391966258594954,"liked_loved","restaurant",2.5,2,"2"
"8059",0.428181317566669,"liked_loved","restaurant",2.5,3,"2"
"8060",0.451808331519578,"liked_loved","restaurant",2.5,4,"2"
"8061",0.743974711822394,"liked_loved","restaurant",2.6,0,"2"
"8062",0.374928401913863,"liked_loved","restaurant",2.6,1,"2"
"8063",0.392327527920683,"liked_loved","restaurant",2.6,2,"2"
"8064",0.426482966218018,"liked_loved","restaurant",2.6,3,"2"
"8065",0.445497227170257,"liked_loved","restaurant",2.6,4,"2"
"8066",0.743974711822394,"liked_loved","restaurant",2.7,0,"2"
"8067",0.376010205607054,"liked_loved","restaurant",2.7,1,"2"
"8068",0.392370532275179,"liked_loved","restaurant",2.7,2,"2"
"8069",0.423951893587449,"liked_loved","restaurant",2.7,3,"2"
"8070",0.437913116286817,"liked_loved","restaurant",2.7,4,"2"
"8071",0.743974711822394,"liked_loved","restaurant",2.8,0,"2"
"8072",0.3769545567683,"liked_loved","restaurant",2.8,1,"2"
"8073",0.392128979759928,"liked_loved","restaurant",2.8,2,"2"
"8074",0.420615768632789,"liked_loved","restaurant",2.8,3,"2"
"8075",0.428832582956814,"liked_loved","restaurant",2.8,4,"2"
"8076",0.743974711822394,"liked_loved","restaurant",2.9,0,"2"
"8077",0.377766038307403,"liked_loved","restaurant",2.9,1,"2"
"8078",0.391630515976967,"liked_loved","restaurant",2.9,2,"2"
"8079",0.41650174895041,"liked_loved","restaurant",2.9,3,"2"
"8080",0.417951079388028,"liked_loved","restaurant",2.9,4,"2"
"8081",0.743974711822394,"liked_loved","restaurant",3,0,"2"
"8082",0.378449610727031,"liked_loved","restaurant",3,1,"2"
"8083",0.390897270769055,"liked_loved","restaurant",3,2,"2"
"8084",0.411634053758127,"liked_loved","restaurant",3,3,"2"
"8085",0.404927224122806,"liked_loved","restaurant",3,4,"2"
"8086",0.743974711822394,"liked_loved","restaurant",3.1,0,"2"
"8087",0.379010489365507,"liked_loved","restaurant",3.1,1,"2"
"8088",0.389946552711855,"liked_loved","restaurant",3.1,2,"2"
"8089",0.406031918451941,"liked_loved","restaurant",3.1,3,"2"
"8090",0.389439283066889,"liked_loved","restaurant",3.1,4,"2"
"8091",0.743974711822394,"liked_loved","restaurant",3.2,0,"2"
"8092",0.379454041647296,"liked_loved","restaurant",3.2,1,"2"
"8093",0.388791592985956,"liked_loved","restaurant",3.2,2,"2"
"8094",0.399708605848257,"liked_loved","restaurant",3.2,3,"2"
"8095",0.371254362144335,"liked_loved","restaurant",3.2,4,"2"
"8096",0.743974711822394,"liked_loved","restaurant",3.3,0,"2"
"8097",0.379785702241074,"liked_loved","restaurant",3.3,1,"2"
"8098",0.38744227153996,"liked_loved","restaurant",3.3,2,"2"
"8099",0.392671548174453,"liked_loved","restaurant",3.3,3,"2"
"8100",0.350309880415723,"liked_loved","restaurant",3.3,4,"2"
"8101",0.743974711822394,"liked_loved","restaurant",3.4,0,"2"
"8102",0.380010903989417,"liked_loved","restaurant",3.4,1,"2"
"8103",0.385905783619506,"liked_loved","restaurant",3.4,2,"2"
"8104",0.384923475124082,"liked_loved","restaurant",3.4,3,"2"
"8105",0.326799790696458,"liked_loved","restaurant",3.4,4,"2"
"8106",0.743974711822394,"liked_loved","restaurant",3.5,0,"2"
"8107",0.380135022540281,"liked_loved","restaurant",3.5,1,"2"
"8108",0.384187224499248,"liked_loved","restaurant",3.5,2,"2"
"8109",0.37646438978811,"liked_loved","restaurant",3.5,3,"2"
"8110",0.301244758774326,"liked_loved","restaurant",3.5,4,"2"
"8111",0.743974711822394,"liked_loved","restaurant",3.6,0,"2"
"8112",0.38016333274125,"liked_loved","restaurant",3.6,1,"2"
"8113",0.382290084952311,"liked_loved","restaurant",3.6,2,"2"
"8114",0.367294315564932,"liked_loved","restaurant",3.6,3,"2"
"8115",0.274512542426843,"liked_loved","restaurant",3.6,4,"2"
"8116",0.743974711822394,"liked_loved","restaurant",3.7,0,"2"
"8117",0.380100975025086,"liked_loved","restaurant",3.7,1,"2"
"8118",0.380216660081018,"liked_loved","restaurant",3.7,2,"2"
"8119",0.357416756389268,"liked_loved","restaurant",3.7,3,"2"
"8120",0.247754810508305,"liked_loved","restaurant",3.7,4,"2"
"8121",0.743974711822394,"liked_loved","restaurant",3.8,0,"2"
"8122",0.37995293019935,"liked_loved","restaurant",3.8,1,"2"
"8123",0.377968380294562,"liked_loved","restaurant",3.8,2,"2"
"8124",0.346842766004098,"liked_loved","restaurant",3.8,3,"2"
"8125",0.222250428128604,"liked_loved","restaurant",3.8,4,"2"
"8126",0.743974711822394,"liked_loved","restaurant",3.9,0,"2"
"8127",0.379724001239848,"liked_loved","restaurant",3.9,1,"2"
"8128",0.375546076283359,"liked_loved","restaurant",3.9,2,"2"
"8129",0.335595424354119,"liked_loved","restaurant",3.9,3,"2"
"8130",0.199187757508188,"liked_loved","restaurant",3.9,4,"2"
"8131",0.743974711822394,"liked_loved","restaurant",4,0,"2"
"8132",0.37941880086814,"liked_loved","restaurant",4,1,"2"
"8133",0.372950190661016,"liked_loved","restaurant",4,2,"2"
"8134",0.323714395571561,"liked_loved","restaurant",4,3,"2"
"8135",0.179454463661665,"liked_loved","restaurant",4,4,"2"
"8136",0.743974711822394,"liked_loved","restaurant",4.1,0,"2"
"8137",0.379041743861794,"liked_loved","restaurant",4.1,1,"2"
"8138",0.370180948299409,"liked_loved","restaurant",4.1,2,"2"
"8139",0.311260117297415,"liked_loved","restaurant",4.1,3,"2"
"8140",0.163505388262781,"liked_loved","restaurant",4.1,4,"2"
"8141",0.743974711822394,"liked_loved","restaurant",4.2,0,"2"
"8142",0.378597043199469,"liked_loved","restaurant",4.2,1,"2"
"8143",0.367238495905287,"liked_loved","restaurant",4.2,2,"2"
"8144",0.298317071102369,"liked_loved","restaurant",4.2,3,"2"
"8145",0.15134413939119,"liked_loved","restaurant",4.2,4,"2"
"8146",0.743974711822394,"liked_loved","restaurant",4.3,0,"2"
"8147",0.378088709279837,"liked_loved","restaurant",4.3,1,"2"
"8148",0.364123019550191,"liked_loved","restaurant",4.3,2,"2"
"8149",0.284995538318413,"liked_loved","restaurant",4.3,3,"2"
"8150",0.142606282467908,"liked_loved","restaurant",4.3,4,"2"
"8151",0.743974711822394,"liked_loved","restaurant",4.4,0,"2"
"8152",0.377520551574009,"liked_loved","restaurant",4.4,1,"2"
"8153",0.360834846986019,"liked_loved","restaurant",4.4,2,"2"
"8154",0.271431286302786,"liked_loved","restaurant",4.4,3,"2"
"8155",0.136699651582503,"liked_loved","restaurant",4.4,4,"2"
"8156",0.743974711822394,"liked_loved","restaurant",4.5,0,"2"
"8157",0.376896182176038,"liked_loved","restaurant",4.5,1,"2"
"8158",0.357374539843599,"liked_loved","restaurant",4.5,2,"2"
"8159",0.257782781879474,"liked_loved","restaurant",4.5,3,"2"
"8160",0.132951402251751,"liked_loved","restaurant",4.5,4,"2"
"8161",0.743974711822394,"liked_loved","restaurant",4.6,0,"2"
"8162",0.376219020806502,"liked_loved","restaurant",4.6,1,"2"
"8163",0.353742979310857,"liked_loved","restaurant",4.6,2,"2"
"8164",0.24422579665383,"liked_loved","restaurant",4.6,3,"2"
"8165",0.130725214199354,"liked_loved","restaurant",4.6,4,"2"
"8166",0.743974711822394,"liked_loved","restaurant",4.7,0,"2"
"8167",0.375492300901448,"liked_loved","restaurant",4.7,1,"2"
"8168",0.34994144764443,"liked_loved","restaurant",4.7,2,"2"
"8169",0.230945627190739,"liked_loved","restaurant",4.7,3,"2"
"8170",0.129492546175429,"liked_loved","restaurant",4.7,4,"2"
"8171",0.743974711822394,"liked_loved","restaurant",4.8,0,"2"
"8172",0.374719076484685,"liked_loved","restaurant",4.8,1,"2"
"8173",0.345971706868198,"liked_loved","restaurant",4.8,2,"2"
"8174",0.218127541633804,"liked_loved","restaurant",4.8,3,"2"
"8175",0.12885924185217,"liked_loved","restaurant",4.8,4,"2"
"8176",0.743974711822394,"liked_loved","restaurant",4.9,0,"2"
"8177",0.373902229576797,"liked_loved","restaurant",4.9,1,"2"
"8178",0.341836075219213,"liked_loved","restaurant",4.9,2,"2"
"8179",0.205946399407951,"liked_loved","restaurant",4.9,3,"2"
"8180",0.128559008692233,"liked_loved","restaurant",4.9,4,"2"
"8181",0.743974711822394,"liked_loved","restaurant",5,0,"2"
"8182",0.373044477940896,"liked_loved","restaurant",5,1,"2"
"8183",0.337537501275285,"liked_loved","restaurant",5,2,"2"
"8184",0.194556587864748,"liked_loved","restaurant",5,3,"2"
"8185",0.12842847812259,"liked_loved","restaurant",5,4,"2"
