"","r","scale","domain","alpha","depth","model"
"414",0.228829426674297,"liked_loved","album",2.1,3,"2"
"415",0.225793898104459,"liked_loved","album",2.1,4,"2"
"416",0.695611438453875,"liked_loved","album",2.2,0,"2"
"417",0.447607913546103,"liked_loved","album",2.2,1,"2"
"418",0.272328658497677,"liked_loved","album",2.2,2,"2"
"419",0.227573358179458,"liked_loved","album",2.2,3,"2"
"420",0.225787828078452,"liked_loved","album",2.2,4,"2"
"421",0.695611438453875,"liked_loved","album",2.3,0,"2"
"422",0.44615421483743,"liked_loved","album",2.3,1,"2"
"423",0.266763348017867,"liked_loved","album",2.3,2,"2"
"424",0.226797933566457,"liked_loved","album",2.3,3,"2"
"425",0.225786722323631,"liked_loved","album",2.3,4,"2"
"426",0.695611438453875,"liked_loved","album",2.4,0,"2"
"427",0.444573768755809,"liked_loved","album",2.4,1,"2"
"428",0.261720820207709,"liked_loved","album",2.4,2,"2"
"429",0.226337931077436,"liked_loved","album",2.4,3,"2"
"430",0.22578655693166,"liked_loved","album",2.4,4,"2"
"431",0.695611438453875,"liked_loved","album",2.5,0,"2"
"432",0.442880167216438,"liked_loved","album",2.5,1,"2"
"433",0.257178468846375,"liked_loved","album",2.5,2,"2"
"434",0.2260758537911,"liked_loved","album",2.5,3,"2"
"435",0.225786536843048,"liked_loved","album",2.5,4,"2"
"436",0.695611438453875,"liked_loved","album",2.6,0,"2"
"437",0.44108508531847,"liked_loved","album",2.6,1,"2"
"438",0.253107325240683,"liked_loved","album",2.6,2,"2"
"439",0.225932529543848,"liked_loved","album",2.6,3,"2"
"440",0.225786534884901,"liked_loved","album",2.6,4,"2"
"441",0.695611438453875,"liked_loved","album",2.7,0,"2"
"442",0.439198672971036,"liked_loved","album",2.7,1,"2"
"443",0.249475393668231,"liked_loved","album",2.7,2,"2"
"444",0.225857331816573,"liked_loved","album",2.7,3,"2"
"445",0.225786534733626,"liked_loved","album",2.7,4,"2"
"446",0.695611438453875,"liked_loved","album",2.8,0,"2"
"447",0.437229854535805,"liked_loved","album",2.8,1,"2"
"448",0.246249568425101,"liked_loved","album",2.8,2,"2"
"449",0.225819500940783,"liked_loved","album",2.8,3,"2"
"450",0.225786534724485,"liked_loved","album",2.8,4,"2"
"451",0.695611438453875,"liked_loved","album",2.9,0,"2"
"452",0.435186560084934,"liked_loved","album",2.9,1,"2"
"453",0.243396747943051,"liked_loved","album",2.9,2,"2"
"454",0.225801262569033,"liked_loved","album",2.9,3,"2"
"455",0.225786534724059,"liked_loved","album",2.9,4,"2"
"456",0.695611438453875,"liked_loved","album",3,0,"2"
